id,Filename,Type,Label,Student,Dialect,Fraud_Type,Duration_sec,Audio_format,tts_voice,snr,source,version,date_created,asr_confidence,utterances_count,utterance_labels,validator,call_id,asr_text,gt_text,wer
1041.0,script_1044_fraud.wav,synthetic,fraud,Futoon,gulf,phishing,34.5,.wav_16k_mono,"VOICE_AGENT=""B5xxC4eQoOFJnY4R5XkI""VOICE_USER  = ""P7vsEyTOpZ6YUTulin8m""",10.0,generated,v1.0,2025-11-10,0.6507936507936508,7,,,1044,مرحباً، شلونك؟ أنا من خدمة عملاء البنك، ضروري نحدث بيانات حسابك الآن لتفادي إيقافه أوه، ما كنت أدري، شنو يمحتاج مني؟ بحاجة تزودني برقم الحساب وأخر أربع أرقام من بطاقتك الإئتمانية بسرعة لنسجلهم أوكي، بس لحظة، ما كنت أعرف أنه مهم لها الدرجة، لحظة، خليني أجيب مني لا تتأخر، ترى المسألة حساسة، ولازم نساعدك قبل ما يتجمد الحساب تعال بحاول أسرع بس في حاجة زيادة,مرحبًا، شلونك؟ أنا من خدمة عملاء البنك ضروري نحدث بيانات حسابك الآن لتفادي إيقافه. أوه ما كنت أدري، شنو محتاج مني؟ بحاجة تزوّدني برقم الحساب وآخر أربع أرقام من بطاقتك الائتمانية بسرعة لنسجلهم. أوكي بس لحظة، ما كنت أعرف إنه مهم لهالدرجة، لحظة خلني أجيبهم. لا تتأخر، ترى المسألة حساسة ولازم نساعدك قبل ما يتجمّد الحساب. تعال بحاول أسرع، بس في حاجة زيادة؟,0.3492063492063492
1042.0,script_1045_fraud.wav,synthetic,fraud,Futoon,levantine,phishing,34.08,.wav_16k_mono,"VOICE_AGENT=""B5xxC4eQoOFJnY4R5XkI""VOICE_USER  = ""P7vsEyTOpZ6YUTulin8m""",10.0,generated,v1.0,2025-11-10,0.7384615384615385,7,,,1045,مرحبا، إحنا بنكك وهو دائنا لتنتاكد من عملية مشبوهة على حسابك يا الله، شو صاير؟ شو لازم أعمل؟ ضروري تبعث لي رقم هويتك وأي معلومة تخص حسابك بسرعة علشان نوقفها طيب، لحظة علشان أبحث عنها ممكن تعطيني شوية معلومات عشان أتأكد أنه أنتو البنك فعلا للأسف ما في وقت أسئلة، العملية مالية كبيرة ولازم نتأخل فورا أوكي، طيب هيني رح أبعتلك مع إنه مش مريحة,مرحبا، إحنا بنكك وهو دقينا لتا نتاكد من عملية مشبوهة على حسابك. يا الله! شو صاير؟ شو لازم أعمل؟ ضروري تبعثلي رقم هويتك وأي معلومة تخص حسابك بسرعة علشان نوقفها. طيب، لحظة علشان أبحث عنها، ممكن تعطيني شوية معلومات عشان أتأكد إنه إنتوا البنك فعلاً؟ للأسف ما في وقت أسئلة، العملية مالية كبيرة ولازم نتدخل فوراً. أوكي، طيب هيني رح أبعثلك مع أنه مش مريحة.,0.26153846153846155
1043.0,script_1046_fraud.wav,synthetic,fraud,Futoon,levantine,phishing,49.3,.wav_16k_mono,"VOICE_AGENT=""B5xxC4eQoOFJnY4R5XkI""VOICE_USER  = ""P7vsEyTOpZ6YUTulin8m""",10.0,generated,v1.0,2025-11-10,0.8131868131868132,10,,,1046,مرحبا، معك مركز الجوائز الكبرى، بدي أهنيك ربحت معنا مليون دولار عن جد؟ كيف ربحت؟ أنا ما اشتركت بشي أكيد، كل اللي اشتركوا بالسحب التلقائي بس عشان نستلم الجائزة، لازم نأكد بيانات حسابك البنكي بسرعة بيانات حسابي البنكي؟ ليش لازم أعطيك أمهات؟ لأنه لازم نتأكد من طريقة إرسالك للمبلغ القرار بوسط بإدارة البنك مباشرة وإنت ما يضيع عليك هالمبلغ الكبير طيب، هذا الموضوع لازم أتحقق منه بالأول حكيك صح، بس لازم ننهي الإجراءات اليوم عشان ما يروح المبلغ لحد تاني، ما في وقت نضيعه طيب، اعطيني شوية وقت، خليني أتطور في الموضوع,مرحبا، معك مركز الجوائز الكبرى، بدي أهنّيك ربحت معنا مليون دولار! عن جد؟ كيف ربحت؟ أنا ما اشتركت بشي. أكيد، كل اللي اشتركوا بالسحب التلقائي. بس عشان نستلم الجائزة لازم نأكد بيانات حسابك البنكي بسرعة. بيانات حسابي البنكي؟ ليش لازم أعطيك إياها؟ لأنه لازم نتأكد من طريقة إرسالك للمبلغ. القرار بوسط بإدارة البنك مباشرة وانت ما يضيع عليك هالمبلغ الكبير. طيب، هاد الموضوع لازم أتحقق منه بالأول. حكيك صح، بس لازم ننهي الإجراءات اليوم عشان ما يروح المبلغ لحد تاني. ما في وقت نضيعه! طيب، اعطيني شوية وقت، خليني أفكر بالموضوع.,0.18681318681318682
1044.0,script_1047_fraud.wav,synthetic,fraud,Futoon,egyptian,bank_credentials,49.14,.wav_16k_mono,"VOICE_AGENT=""B5xxC4eQoOFJnY4R5XkI""VOICE_USER  = ""P7vsEyTOpZ6YUTulin8m""",10.0,generated,v1.0,2025-11-10,0.8,19,,,1047,السلام عليكم يا فندم إحنا عندنا فرصة استثمارية ممتازة ولفترة محدودة جدا ومحتاجين بياناتك دلوقتي عشان نقدر نحجز لك في العرض وعليكم السلام يعني إيه العرض ده؟ أنا مش فاهم أهل الفرصة دي هتضاعف فلوسك في وقت قياسي بس لازم تحجز مكانك فورا كل اللي نحتاجه هو تفاصيل حسابك البنكي عشان نبدأ فورا أنا مش مرتاح أدي تفاصيل حسابي ده موضوع حساس أطمن يا فندي شركتنا مضمونة وموسوقة لكن لازم نتحرك دلوقتي قبل ما الفرصة تضيع عليك طب أنا محتاج أفكر شوية ممكن أرجع لكم تاني؟ لازم تاخد القرار حالا الفرصة دي مش هتكون موجودة بعد كده وما فيش وقت للتفكير,السلام عليكم يا فندم، إحنا عندنا فرصة استثمارية ممتازة ولفترة محدودة جداً، ومحتاجين بياناتك دلوقتي عشان نقدر نحجز لك في العرض. وعليكم السلام، يعني إيه العرض ده؟ أنا مش فاهم أوي. الفرصة دي هتضاعف فلوسك في وقت قياسي، بس لازم تحجز مكانك فوراً، كل اللي نحتاجه هو تفاصيل حسابك البنكي عشان نبدأ فوراً. أنا مش مرتاح أدّي تفاصيل حسابي، ده موضوع حساس. أطمن يا فندم، شركتنا مضمونة وموثوقة، لكن لازم نتحرك دلوقتي قبل ما الفرصة تضيع عليك. طب أنا محتاج أفكر شوية، ممكن أرجع لكم تاني؟ لازم تاخد القرار حالاً، الفرصة دي مش هتكون موجودة بعد كده، ومفيش وقت للتفكير.,0.2
1045.0,script_1048_fraud.wav,synthetic,fraud,Futoon,gulf,identity_theft,52.63,.wav_16k_mono,"VOICE_AGENT=""B5xxC4eQoOFJnY4R5XkI""VOICE_USER  = ""P7vsEyTOpZ6YUTulin8m""",10.0,generated,v1.0,2025-11-10,0.7411764705882353,10,,,1048,السلام عليكم مبروك يا أخوي ربحت جائزة مليون ريال في السحب الأخير لكن نحتاج نتحقق من بياناتك بسرعة وعليكم السلام مليون ريال؟ والله ما صدقت كيف أقدر أثبت الجائزة؟ بس ضروري بسرعة أحتاج رقم هويتك والبنك اللي تتعامل معه عشان نحول المبلغ لك في أسرع وقت معليش ما كنت متوقع هالخبر رقم هويتي هو 12337 وأتعامل مع بنك الراجح حلو آخر خطوة تحتاج تحول لنا رسوم التحويل البسيطة 500 ريال عشان يتم تثبيت الجائزة ونرسل لك الفلوس بيكون عندكم اليوم بس ألحق عن التحويل الآن,السلام عليكم، مبروك يا أخوي! ربحت جائزة مليون ريال في السحب الأخير، لكن نحتاج نتحقق من بياناتك بسرعة. وعليكم السلام، مليون ريال؟ والله ما صدقت! كيف أقدر أثبّت الجائزة؟ بس ضروري بسرعة، أحتاج رقم هويتك والبنك اللي تتعامل معه. عشان نحول المبلغ لك في أسرع وقت. معليش، ما كنت متوقّع هالخبر. رقم هويتي هو 123456789، وأتعامل مع بنك الراجحي. حلو، آخر خطوة تحتاج تحول لنا رسوم التحويل البسيطة، 500 ريال، عشان يتم تثبيت الجائزة ونرسل لك الفلوس. بيكون عندكم اليوم، بس ألحق على التحويل الآن.,0.25882352941176473
1046.0,script_1049_fraud.wav,synthetic,fraud,Futoon,egyptian,customer_service_fraud,39.81,.wav_16k_mono,"VOICE_AGENT=""B5xxC4eQoOFJnY4R5XkI""VOICE_USER  = ""P7vsEyTOpZ6YUTulin8m""",10.0,generated,v1.0,2025-11-10,0.8311688311688312,11,,,1049,ألو مساء الخير مع حضرتك خدمة العملاء من البنك حصلت مشكلة بسيطة في الحساب بتاعك ومحتاجين نتحقق من شوية معلومات فورا مشكلة؟ طب إزاي؟ الحساب كان شغال عادي محتاجين إيه دلوقتي؟ محتاجينك تأكد لنا الرقم بتاع البطاقة عشان نقدر نحافظ على أمان حسابك ونتأكد إنه محمي الرقم بتاع البطاقة كله؟ أيوة، متقلقش ده بس عشان نقدر نأمن الحساب بتاعك بسرعة لو سمحت بسرعة علشان نقدر نساعدك طب حاضر، نتجدها شكراً لتعاونك، أهم حاجة نحمي حسابك دلوقتي,ألو! مساء الخير، مع حضرتك خدمة العملاء من البنك. حصلت مشكلة بسيطة في الحساب بتاعك ومحتاجين نتحقق من شوية معلومات فوراً. مشكلة؟ طب ازاي! الحساب كان شغال عادي. محتاجين إيه دلوقتي؟ محتاجينك تأكد لنا الرقم بتاع البطاقة عشان نقدر نحافظ على أمان حسابك ونتأكد إنه محمي. الرقم بتاع البطاقة كله؟ أيوة، متقلقش، ده بس عشان نقدر نأمن الحساب بتاعك بسرعة. لو سمحت بسرعة علشان نقدر نساعدك. طب حاضر، انتظر لحظة. شكراً لتعاونك، أهم حاجة نحمي حسابك دلوقتي.,0.16883116883116883
1047.0,script_1050_fraud.wav,synthetic,fraud,Futoon,levantine,customer_service_fraud,37.85,.wav_16k_mono,"VOICE_AGENT=""B5xxC4eQoOFJnY4R5XkI""VOICE_USER  = ""P7vsEyTOpZ6YUTulin8m""",10.0,generated,v1.0,2025-11-10,0.7014925373134329,6,,,1050,مرحبا ستي أنا من البنك وظهر عنا مشكلة بخصوص حسابك البنكي وبدنا نحلها فورا يا ساتر شو المشكلة؟ الحساب فيه مشكلة؟ اي بوصلني انذار انه في محاولة دخول مشبوهة لحسابك لازم نتأكد من بياناتك بسرعة لتجنب ايقاف الحساب اه شو لازم اعمل؟ لازم اروح على الفرع؟ لا ما في داعي بس إذا بتعطيني رقم الحساب والرمز السري بحلك المشكلة فورا طيب دقيقة علشان أجيب لك المعلومات,مرحبا ستي، أنا من البنك وظهر عنا مشكلة بخصوص حسابك البنكي وبدنا نحلها فورا. يا ساتر! شو المشكلة؟ الحساب فيه مشكلة؟ أي، بوصلني إنذار إنه في محاولة دخول مشبوهة لحسابك. لازم نتأكد من بياناتك بسرعة لتجنب إيقاف الحساب. آه، شو لازم أعمل؟ لازم أروح على الفرع؟ لا، ما في داعي. بس إذا بتعطيني رقم الحساب والرمز السري، بحل لك المشكلة فوراً. طيب، دقيقة علشان أجيب لك المعلومات.,0.29850746268656714
1048.0,script_1051_fraud.wav,synthetic,fraud,Futoon,levantine,customer_service_fraud,32.62,.wav_16k_mono,"VOICE_AGENT=""B5xxC4eQoOFJnY4R5XkI""VOICE_USER  = ""P7vsEyTOpZ6YUTulin8m""",10.0,generated,v1.0,2025-11-10,0.828125,6,,,1051,مرحباً، معك قسم الأمان من البنك، في محاولة دخول غير مصرح لحسابك، لازم نتحقق من بعض المعلومات بسرعة يا ساتر، شو لازم أعمل؟ ما في داعي للقلق، بس ضروري تعطيني رقم حسابك والرمز السري حتى نقدر نأمن حسابك فوراً آه، طيب، بس ليش محتاجين الرمز السري؟ إذا ما دخلنا الرموز هلأ، ممكن حسابك ينسحب منه فلوس، أسرع حاضر رح أعطيك المعلومات أرجوك احمي حسابي,مرحباً، معك قسم الأمان من البنك. في محاولة دخول غير مصرّح لحسابك، لازم نتحقق من بعض المعلومات بسرعة. يا ساتر! شو لازم أعمل؟ ما في داعي للقلق، بس ضروري تعطيني رقم حسابك والرمز السري حتى نقدر نأمن حسابك فوراً. آه، طيّب، بس ليش محتاجين الرمز السري؟ إذا ما دخلنا الرموز هلأ، ممكن حسابك ينسحب منه فلوس. أسرع! حاضر، رح أعطيك المعلومات. أرجوك احمي حسابي!,0.171875
1049.0,script_1052_fraud.wav,synthetic,fraud,Futoon,gulf,customer_service_fraud,43.19,.wav_16k_mono,"VOICE_AGENT=""B5xxC4eQoOFJnY4R5XkI""VOICE_USER  = ""P7vsEyTOpZ6YUTulin8m""",10.0,generated,v1.0,2025-11-10,0.6794871794871795,9,,,1052,السلام عليكم مبروك ربحت معنا جائزة كبيرة في السحب اللي صار أمس وعليكم السلام جائزة؟ أنا ما اشتركت بأي سحب أكيد اسمك طلع مع الفايزين وقدامك 24 ساعة بس لتأكيد معلوماتك واستلام الجائزة ممكن بياناتك البنكية؟ بيانات بنكية؟ اشلوها لازم نحول لك المبلغ مباشرة عشان ما يطوفك العرض الوقت يمر بسرعة طيب بخبر أهلي قبل عشان أتأكد يا أخي متى ما راحت الكلام بيروح عليك بس أعطينا المعلومات وخلصنا لا خليها إذا ما تعطوني وقت للتفكير يعني الموضوع مو صحيح,السلام عليكم! مبروك، ربحت معنا جائزة كبيرة في السحب اللي صار أمس! وعليكم السلام، جائزة؟ أنا ما اشتركت بأي سحب. أكيد، اسمك طلع مع الفايزين وقدامك 24 ساعة بس لتأكيد معلوماتك واستلام الجائزة. ممكن بياناتك البنكية؟ بيانات بنكية؟ شلون يعني؟ لازم نحول لك المبلغ مباشرة، عشان مايطوفك العرض، الوقت يمر بسرعة! طيب، بخبر أهلي قبل عشان أتأكد. ياخي، متى ماراحت الكلام بيروح عليك! بس عطنا المعلومات وخلصنا. لا خليها، إذا ما تعطوني وقت للتفكير يعني الموضوع مو صحيح.,0.32051282051282054
1050.0,script_1053_safe.wav,synthetic,safe,Futoon,gulf,,30.84,.wav_16k_mono,"VOICE_AGENT=""B5xxC4eQoOFJnY4R5XkI""VOICE_USER  = ""P7vsEyTOpZ6YUTulin8m""",10.0,generated,v1.0,2025-11-10,0.75,9,,,1053,مرحباً كيف أقدر أساعدك اليوم؟ مرحباً حبيت أحجز موعد لزيارة العيادة أكيد أي يوم تفضلين يكون الموعد؟ إذا ممكن في يوم الثلاثاء الجاي شوفي الساعة كم يناسبك؟ ساعة عشر الصبح يكون ممتاز تم حجز الموعد لك يوم الثلاثاء الساعة عشر الصبح في خدمة ثانية؟ لا يعطيك العافية شكراً الله يعافيك مع السلامة,مرحباً، كيف أقدر أساعدك اليوم؟ مرحباً، حبيت أحجز موعد لزيارة العيادة. أكيد، أي يوم تفضلين يكون الموعد؟ إذا ممكن في يوم الثلاثاء الجاي. شوفي الساعة كم يناسبك؟ ساعة 10 الصبح يكون ممتاز. تم حجز الموعد لك يوم الثلاثاء الساعة 10 الصبح. في خدمة ثانية؟ لا يعطيك العافية. شكراً. الله يعافيك. مع السلامة.,0.25
1051.0,script_1054_safe.wav,synthetic,safe,Futoon,msa,,34.35,.wav_16k_mono,"VOICE_AGENT=""B5xxC4eQoOFJnY4R5XkI""VOICE_USER  = ""P7vsEyTOpZ6YUTulin8m""",10.0,generated,v1.0,2025-11-10,0.85,7,,,1054,مرحباً، كيف يمكنني مساعدتك اليوم؟ مرحباً، أود معرفة معلومات حول ساعات عمل الفرع بالتأكيد، الفرع يعمل من الساعة التاسعة صباحاً حتى الخامسة مساءً من الأحد إلى الخميس ماذا عن يوم السبت؟ في يوم السبت، نعمل من العاشرة صباحاً حتى الثالثة بعد الظهر شكراً جزيلاً على المساعدة على الرحب والسعى إذا كان لديك أي استفسار آخر لا تتردد في الاتصال بنا,مرحباً، كيف يمكنني مساعدتك اليوم؟ مرحباً، أودّ معرفة معلومات حول ساعات عمل الفرع. بالتأكيد، الفرع يعمل من الساعة التاسعة صباحاً حتى الخامسة مساءً من الأحد إلى الخميس. ماذا عن يوم السبت؟ في يوم السبت، نعمل من العاشرة صباحاً حتى الثالثة بعد الظهر. شكرًا جزيلاً على المساعدة. على الرحب والسعة، إذا كان لديك أي استفسار آخر، لا تتردد في الاتصال بنا.,0.15
1052.0,script_1055_safe.wav,synthetic,safe,Futoon,msa,,43.11,.wav_16k_mono,"VOICE_AGENT=""B5xxC4eQoOFJnY4R5XkI""VOICE_USER  = ""P7vsEyTOpZ6YUTulin8m""",10.0,generated,v1.0,2025-11-10,0.7352941176470589,14,,,1055,مرحباً بك في خدمة العملاء كيف يمكنني مساعدتك اليوم؟ مرحباً، أود الاستفسار عن رصيد حسابي بالطبع، هل يمكنني الحصول على رقم حسابك من فضلك؟ رقم حسابي هو 12345678 شكراً لك لحظة واحدة بينما أتحقق من الرصيد الحساب يحتوي على خمسة ألاف ريال هل يمكنني مساعدتك بشيء آخر؟ لا، هذا كل شيء، شكراً لك على الرحب والسعة إذا احتجت إلى أي مساعدة إضافية لا تتردد في التواصل معنا يوم سعيد,مرحبًا بك في خدمة العملاء. كيف يمكنني مساعدتك اليوم؟ مرحبًا، أود الاستفسار عن رصيد حسابي. بالطبع، هل يمكنني الحصول على رقم حسابك من فضلك؟ رقم حسابي هو 12345678. شكرا لك. لحظة واحدة بينما أتحقق من الرصيد. الحساب يحتوي على 5000 ريال. هل يمكنني مساعدتك بشيء آخر؟ لا، هذا كل شيء. شكرًا لك. على الرحب والسعة. إذا احتجت إلى أي مساعدة إضافية، لا تتردد في التواصل معنا. يوم سعيد.,0.2647058823529412
1053.0,script_1056_safe.wav,synthetic,safe,Futoon,msa,,48.75,.wav_16k_mono,"VOICE_AGENT=""B5xxC4eQoOFJnY4R5XkI""VOICE_USER  = ""P7vsEyTOpZ6YUTulin8m""",10.0,generated,v1.0,2025-11-10,0.7894736842105263,8,,,1056,مرحباً، كيف يمكنني مساعدتك اليوم في خدمات الحسابات البنكية؟ مرحباً، أود الاستفسار عن رصيدي الحالي في حسابي الجاري بالتأكيد، هل يمكنك تزويد برقم حسابك أو البطاقة الوطنية للتحقق؟ نعم، رقم حسابي هو 920-2-7-7-5-4-3-2-1 شكراً لك، لحظة من فضلك بينما أتحقق من رصيدك رصيدك الحالي هو خمس سافر ريال. هل هناك أي خدمات أخرى تحتاج مساعدتها؟ لا. شكرا جزيلا لك على المساعدة. على الرحب والسعى. إذا احتجت لأي مساعدة إضافية لا تتردد في الاتصال بنا. يومك سعيد؟,مرحبًا، كيف يمكنني مساعدتك اليوم في خدمات الحسابات البنكية؟ مرحباً، أود الاستفسار عن رصيدي الحالي في حسابي الجاري. بالتأكيد، هل يمكنك تزويدي برقم حسابك أو البطاقة الوطنية للتحقق؟ نعم، رقم حسابي هو 987654321. شكراً لك. لحظة من فضلك بينما أتحقق من رصيدك. رصيدك الحالي هو 5000 ريال. هل هناك أي خدمات أخرى تحتاج مساعدتي بها؟ لا، شكراً جزيلاً لك على المساعدة. على الرحب والسعة. إذا احتجت لأي مساعدة إضافية، لا تتردد في الاتصال بنا. يومك سعيد!,0.21052631578947367
1054.0,script_1057_safe.wav,synthetic,safe,Futoon,msa,,40.05,.wav_16k_mono,"VOICE_AGENT=""B5xxC4eQoOFJnY4R5XkI""VOICE_USER  = ""P7vsEyTOpZ6YUTulin8m""",10.0,generated,v1.0,2025-11-10,0.7777777777777778,8,,,1057,مرحبا بك في خدمة العملاء، كيف يمكنني مساعدتك اليوم؟ مرحبا، أود الاستبصار عن سياسات الإرجاع لديكم بالطبع، يمكن للعملاء إعادة المنتجات خلال 30 يوما من عملية الشراء شريطة أن تكون بحالة جيدة وبالتغليف الأصلي وهل هناك تكاليف إضافية عند عملية الإرجاع؟ لا، ما تفرض أي تكاليف إضافية عند الإرجاع، نحن نتحمل تكاليف الشحن أيضا رائع شكرا على مساعدتك على الرحب والسعى إذا كان لديك أي استفسار آخر لا تتردد في التواصل معنا,مرحبًا بك في خدمة العملاء، كيف يمكنني مساعدتك اليوم؟ مرحبًا، أود الاستفسار عن سياسات الإرجاع لديكم. بالطبع، يمكن للعملاء إعادة المنتجات خلال 30 يومًا من عملية الشراء، شريطة أن تكون بحالة جيدة وبالتغليف الأصلي. وهل هناك تكاليف إضافية عند عملية الإرجاع؟ لا، لا تُفرض أي تكاليف إضافية عند الإرجاع، نحن نتحمل تكاليف الشحن أيضًا. رائع، شكرًا على مساعدتك. على الرحب والسعة، إذا كان لديك أي استفسار آخر، لا تتردد في التواصل معنا.,0.2222222222222222
1055.0,script_1058_safe.wav,synthetic,safe,Futoon,levantine,,42.34,.wav_16k_mono,"VOICE_AGENT=""B5xxC4eQoOFJnY4R5XkI""VOICE_USER  = ""P7vsEyTOpZ6YUTulin8m""",10.0,generated,v1.0,2025-11-10,0.7088607594936709,10,,,1058,مرحباً، مرحباً في قسم خدمة العملاء، كيف فيني أساعدك اليوم؟ أهلين، عندي سؤال بخصوص مواعيد الدوام الرسمية للفروع أكيد، كل الفروع بتفتح من الأحد للخميس من الساعة 9 الصبح لحد الساعة 5 المساء وفي فروع بتفتح السبت؟ نعم، في بعض الفروع بتفتح السبت بنفس توقيف باقي الأيام تقدر تتصل بالرقم الموحد للتأكد من الفرع اللي قريب عليك ممتاز شكرا على المساعدة العفو إذا في أي استفسار ثاني لا تتردد تتواصل معنا أكيد شكرا إليك سلام يبقى بأمان مع السلام,مرحبًا، مرحبا في قسم خدمة العملاء. كيف فيني أساعدك اليوم؟ أهلين، عندي سؤال بخصوص مواعيد الدوام الرسمية للفروع. أكيد، كل الفروع بتفتح من الأحد للخميس من الساعة ٩ الصبح لحد الساعة ٥ المساء. وفيه فروع بتفتح السبت؟ نعم، فيه بعض الفروع بتفتح السبت بنفس توقيت باقي الأيام، تقدر تتصل بالرقم الموحد للتأكد من الفرع اللي قريب عليك. ممتاز، شكراً على المساعدة. العفو، إذا في أي استفسار ثاني لا تتردد تتواصل معنا. أكيد، شكراً إلك. سلام. يبقى بأمان، مع السلامة.,0.2911392405063291
1056.0,script_1059_safe.wav,synthetic,safe,Futoon,msa,,42.82,.wav_16k_mono,"VOICE_AGENT=""B5xxC4eQoOFJnY4R5XkI""VOICE_USER  = ""P7vsEyTOpZ6YUTulin8m""",10.0,generated,v1.0,2025-11-10,0.7058823529411764,11,,,1059,مرحبا بك في خدمات البنك، كيف يمكنني مساعدتك اليوم؟ مرحبا، أود باستفسار عن رصيدي الحالية بالتأكيد، هل يمكنك تزويدي برقم حسابك للتأكد من صحة معلوماتك؟ نعم، رقمي هو 1175-23-679 شكرا لك، بعد التحقق، أرصدت حسابك الحالية هي 5 ثافة ريال هل هناك شيء آخر أستطيع مساعدتك به؟ لا شكرا جزيلا على المساعدة على الرحب والسعى لا تتردد في الاتصال بنا إذا كنت بحاجة إلى أي مساعدة أخرى يومك سعيد,مرحباً بك في خدمات البنك. كيف يمكنني مساعدتك اليوم؟ مرحباً، أود الاستفسار عن رصيدي الحالي. بالتأكيد. هل يمكنك تزويدي برقم حسابك للتأكد من صحة معلوماتك؟ نعم، رقمي هو 123456789. شكراً لك. بعد التحقق، أرصدة حسابك الحالية هي 5000 ريال. هل هناك شيء آخر أستطيع مساعدتك به؟ لا، شكراً جزيلاً على المساعدة. على الرحب والسعة. لا تتردد في الاتصال بنا إذا كنت بحاجة إلى أي مساعدة أخرى. يومك سعيد!,0.29411764705882354
1057.0,script_1060_safe.wav,synthetic,safe,Futoon,egyptian,,33.78,.wav_16k_mono,"VOICE_AGENT=""B5xxC4eQoOFJnY4R5XkI""VOICE_USER  = ""P7vsEyTOpZ6YUTulin8m""",10.0,generated,v1.0,2025-11-10,0.8181818181818181,7,,,1060,أهلاً وسهلاً، معاك خدمة العملة، إزاي أقدر أساعدك النهاردة؟ أهلاً بيك، عايز أسأل عن مواعيد فروعكم في القاهرة طبعاً، فروعنا في القاهرة بتفتح من الساعة 9 الصبح لحد الساعة 5 العصر كل يوم ما عدا القمعة جميل، والشغل إزاي بيكون يوم السبت؟ الشغل يوم السبت بنفس المواعيد من 9 ل 5 تمام، شكراً جداً على المساعدة على الرحل والسعف لو في أي استفسار تاني إحنا موجودين,أهلاً وسهلاً، معاك خدمة العملاء. إزاي أقدر أساعدك النهارده؟ أهلاً بيك. عايز أسأل عن مواعيد فروعكم في القاهرة. طبعاً، فروعنا في القاهرة بتفتح من الساعة 9 الصبح لحد الساعة 5 العصر كل يوم ما عدا الجمعة. جميل، والشغل إزاي بيكون يوم السبت؟ الشغل يوم السبت بنفس المواعيد، من 9 ل 5. تمام، شكراً جداً على المساعدة. على الرحب والسعة، لو في أي استفسار تاني، إحنا موجودين.,0.18181818181818182
1058.0,script_1061_safe.wav,synthetic,safe,Futoon,msa,,51.67,.wav_16k_mono,"VOICE_AGENT=""B5xxC4eQoOFJnY4R5XkI""VOICE_USER  = ""P7vsEyTOpZ6YUTulin8m""",10.0,generated,v1.0,2025-11-10,0.7555555555555555,13,,,1061,مرحباً، كيف يمكنني مساعدتك اليوم؟ مرحباً، أود تحديد موعد مع الطبيب بالطبع، هل لديك تفضيلات معينة لتاريخ أو وقت الزيارة؟ أفضل لو يكون الموعد في يوم الخميس بعد الظهر، هل هذا ممكن؟ ذهني أتحقق من الجدول الآن، لحظة من فضلك نعم، عندنا موعد متاح يوم الخميس في الساعة الثانية بعد الظهر، هل يناسبك هذا الوقت؟ نعم هذا الوقت المناسب تماما شكرا جزيلا لك على الرحب والسعة لقد حددت الموعد لك هل هناك أي شيء آخر يمكنني مساعدتك به؟ لا هذا كل شيء شكرا مرة أخرى عفوا أتمنى لك يوما سعيدا,مرحبًا، كيف يمكنني مساعدتك اليوم؟ مرحبًا، أود تحديد موعد مع الطبيب. بالطبع، هل لديك تفضيلات معينة لتاريخ أو وقت الزيارة؟ أفضل لو يكون الموعد في يوم الخميس بعد الظهر، هل هذا ممكن؟ دعني أتحقق من الجدول الآن، لحظة من فضلك. نعم، لدينا موعد متاح يوم الخميس في الساعة الثانية بعد الظهر. هل يناسبك هذا الوقت؟ نعم، هذا الوقت مناسب تمامًا. شكرًا جزيلاً لك. على الرحب والسعة. لقد حددت الموعد لك. هل هناك أي شيء آخر يمكنني مساعدتك به؟ لا، هذا كل شيء. شكرًا مرة أخرى. عفوًا. أتمنى لك يومًا سعيدًا.,0.24444444444444444
1059.0,script_1062_safe.wav,synthetic,safe,Futoon,levantine,,40.57,.wav_16k_mono,"VOICE_AGENT=""B5xxC4eQoOFJnY4R5XkI""VOICE_USER  = ""P7vsEyTOpZ6YUTulin8m""",10.0,generated,v1.0,2025-11-10,0.6984126984126984,10,,,1062,أهلاً وسهلاً مع حضرتك خدمة العملاء، كيف فيني أساعدك اليوم؟ مرحباً، بدي أستفسر عن رصيد حساب البنكي طبعاً، ممكن تعطيني رقم حسابك حتى أقدر أساعدك؟ نعم، الرقم هو تمام، لحظة خليني أتحقق من المعلومات حسابك مزبوط، الرصيد الحالي هو 5000 دولار شكراً كثيراً للمساعدة ولا يهمك إذا في أي استفسار تاني نحن موجودين لخدمتك شكراً يعطيك العافية الله يعافك مع السلامة,أهلاً وسهلاً، مع حضرتك خدمة العملاء، كيف فيني أساعدك اليوم؟ مرحبا، بدي استفسر عن رصيد حسابي البنكي. طبعاً، ممكن تعطيني رقم حسابك حتى أقدر أساعدك؟ نعم، الرقم هو 12345678. تمام، لحظة خليني أتحقق من المعلومات. حسابك مزبوط، الرصيد الحالي هو 5000 دولار. شكراً كتير على المساعدة. ولا يهمك، إذا في أي استفسار تاني، نحنا موجودين لخدمتك. شكراً، يعطيك العافية. الله يعافيك، مع السلامة.,0.30158730158730157
